title,genre,country,year,company,director,actor,date,running_time,keyword,plot
아리랑(3편),드라마,대한민국,1936,한양영화사,나운규,"나운규,현방란,전택이,윤봉춘,김덕심,차상은",19360515,null,"시리즈,정신이상,통속,속편",옥에서 풀려나온 나운규는 조용히 살아가던 중 어느날 측량기사 전택이가 나운규의 동생 현방란을 겁탈하려들자 이를 본 나운규와 전택이 사이에 치열한 격투가 벌어지고 이 격투에서 충격을 받은 나운규는 또다시 정신이상자가 된다. 진실하게 살려는 나운규를 사회가 다시금 미치게 한 것이다.
국경,"드라마,신파",대한민국,1939,천일영화사,최인규,"이금룡,김소영,전택이,최운봉,태을민,김덕심,고기봉,김영순,권영팔,변억만,김성춘",19390520,null,"통속, 밀수단, 애첩, 짝사랑","국경지대의 밀수단 두목 이금룡에게는 애첩 김소영이 있었는데,김소영은 기회만 있으면 도망치려고 한다. 한편 이금룡의 부하 전택이는김소영을 짝사랑하던 중 어느날 김소영을 도와 밀수단 소굴에서 탈 출한다. 이금룡 일당이 그들을 추격하여 격투가 벌어지자 피투성이 가 된 전택이는 사력을 다해 이금룡일당을 때려 눕히고 김소영과   함께 국경을 넘어간다."
신개지,"드라마,신파",대한민국,1942,한양영화사,윤봉춘,"이금룡,고영란,문예봉,고기봉,강정애",19420110,null,"통속, 약혼녀, 과실치사, 옥고, 정조",농부의 자식 이금룡과 고영란은 서로 정혼한 사이인데 어느날 이금룡은 논에 물을 대다가 이웃청년 고기봉과 싸움을 하게 되어 불의의 상해로 그를 치사케 함으로써 3년의 옥고를 치르게 된다. 한편 고영란은 다른 사람에게 시집가라는 부모들의 강권을 이기지 못해 집을 뛰쳐나간다. 옥에서 풀려나온 이금룡은 약혼녀를 찾아 사방으로 헤매던중 어느 금전판에서 작부가 된 약혼녀 고영란을 만나는데 그녀는 비록 금전판에 구를망정 정조만은 굳게 지켜오고 있었다. 두 사람은 다시 착한 농부가 될 것을 다짐하면서 깊숙한 산간을 찾아 떠난다.
여명,"액션,드라마,범죄,계몽",대한민국,1948,건설영화사,안진상,"권영팔,이금룡,이민자,정득순,복혜숙,황남",19481009,null,"밀수, 형사",어느 어촌지서에 양주임(권영팔)과 이순경(이금룡)이라는 두 순경이 근무하고 있다. 양주임은 모범 순경인데 반해 이순경은 그렇지 못했다. 어느 날 밀수배 이한종이 이순경을 포섭하여 밀수품을 양륙하고 이순경은 라이터를 선물로 받는다. 그러나 이순경은 양심의 가책을 느끼고 지서주임에게 사실을 자백함으로써 밀수배 일당을 일망타진하고 밀수품도 압수한다. 밀수근절과 민주경찰을 테마로 한 계몽영화.
양산도,"시대극/사극,멜로드라마,신파",대한민국,1955,서라벌영화공사,김기영,"김삼화(옥랑),조용수(수동),김승호(옥랑 아버지),박암(무령),고선애(수동 어머니),고설봉,이기홍,고일연,최룡,이영옥",19551013,90,"고전의재해석,고전,전설,전설원작,비극,국악","수동(조용수)과 옥랑(김삼화)은 태중 혼약한 사이이다. 한양서 돌아온 김 진사의 자제 무령(박암)은 옥랑에게 탐심을 품고, 내심 수동을 못마땅해 하던 옥랑의 어머니는 이를 이용하여 김 진사의 부인과 혼인약속을 한다. 수동의 어머니(고선애)와 옥랑의 아버지(김승호)는 옥랑과 수동으로 하여금 들판에서 몰래 혼인식을 치르게 하고, 옥랑과 수동은 마을을 떠나 도망친다. 하지만 그들은 첫날밤을 지낸 후 그들을 쫓아온 김진사의 하인들에게 붙잡히고, 수동은 그 과정에서 낭떠러지에서 떨어진다. 붙잡혀 오는 옥랑을 발견한 옥랑 부친은 김 진사의 하인 한명을 실수로 죽이고, 옥랑과 옥랑의 아버지는 옥에 갇힌다. 무령은 살인죄를 덮어주는 대가로 옥랑과의 혼인을 요구하고, 옥랑은 결국 혼인을 허락한다. 무령은 옥에서 나온 옥랑을 집까지 바래다준다. 쫓아온 수동은 무령을 죽이려 하나, 옥랑이 그와 혼인하겠다고 하자 실의에 빠져 집으로 돌아와 목을 매 자살한다. 수동의 어머니와 외삼촌은 수동의 시체를 옥랑의 혼인행차 길에 묻는다. 혼인에 나선 옥랑의 행차가 무덤 옆을 지날 때 일행의 발이 땅에 붙어버리고, 수동의 어머니는 행차를 막고 가마 밖을 나온 옥랑을 찌른다. 옥랑은 수동의 무덤까지 기어가 그의 무덤가에서 죽는다."
옥단춘 ,"시대극/사극,멜로드라마",대한민국,1956,동방영화제작사,권영순,"윤인자,김진규,최봉,김익환,송돈상,독우영,구종석,양일민,성소민,김세라,박성근,이동훈",19560713,null,소설원작,온갖 유혹과 협박에도 굴하지 아니하고 의연히 절개를 지켜간 평양 기생 옥단춘의 생애를 그린 동명 고대소설을 영화화한 작품.
아리랑,드라마,대한민국,1957,남양영화사,김소동,"장동휘,조미령,윤봉춘,김동원,윤일봉,김승호,주선태,김칠성,구종석,윤인자,박성민,박광수,노강,임운학,맹만식,변기종,신일선,정웅,임양,최남현,복혜숙,석금성,정애란,김덕심,서월영,박광진",19570419,null,null,"최영진(장동휘)은 3·1운동 당시 일제의 고문으로 정신이상이 된 대학생으로 아버지(변기종), 여동생 영희(조미령)와 함께 살고 있다. 그는 양복입은 사람을 미워하는데, 특히 자기 아버지의 채권자이자 마을의 악덕지주인 친일파(김승호)와 그의 앞잡이 오기호(최남현)를 미워해 그들에게 몰매를 맞기도 한다. 영진의 친구 윤현구(윤일봉)가 찾아와 영진이 폐인이 된 것을 가슴 아파한다. 그러던 중 현구는 영희와 사랑하는 사이가 된다. 영희에게 연정을 품고 있던 오기호는 마을 잔칫날 마을 사람들이 모두 동리마당에 모여 있는 사이를 틈타서 영희를 겁탈하려 한다. 때마침 현구가 나타나 오기호와 싸우던 끝에 영진이 휘두르는 낫에 오기호가 쓰러지고, 피를 본 충격에 영진은 제정신을 되찾는다. 그러나 이미 살인범이 된 영진은 쇠고랑을 차고 일본순사에게 끌려 아리랑고개를 넘어간다."
모녀,"멜로드라마,신파",대한민국,1958,한성영화사,최훈,"박노식,주증녀,김지미,이민",19580930,null,null,"행복한 가정주부였던 여자는 뜻하지 않은 실수로 사랑하는 남편, 딸과 생이별을 하게 된다. 그러나 딸과 어머니는 서로를 그리워한다. 모녀 사이에는 기구한 비운이 숱하게 가로 놓이지만 천륜이 무심치 않았는지 마침내 모녀는 눈물과 기쁨의 재회를 한다."
아내,멜로/로맨스,대한민국,1959,계림영화사,김묵,"주증녀(박영이(인수의 아내)),이민(김인수(극작가)),이빈화(김혜련(영이의 동창)),김동원(윤석길(의문의 신사)),김승호(연출가),허장강,고선애(영이 모),성소민(연출가),남춘역(노인),김칠성(연출가),윤왕국(계장),김칠성(연출가),노재신(아낙네),백성희(아주머니),최성호(단장),이예춘(연출가),최봉(연출가),황해(연출가),장훈(의사),김혜정(간호원),주선태(아저씨),안초명(아낙네),김숙일(여기사),최승이(하녀),송훈(우편배달부)",19590702,null,"내조,현모양처,뒷바라지,소설가,작가,흑백,통속","영이(주증녀)는 어려운 생계를 손수 꾸려 나가면서 유명무실한 작가인 남편 인수(이민)를 헌신적으로 내조한다. 그러나 남편의 작품은 번번이 빛을 보지 못한다. 남편은 실의에 빠지고 아내는 연극평론가인 은사(김동원)에게 부탁하여 인수를 출세시키고, 동창생인 혜련(이빈화)를 팬으로 가장시켜 만나게 해준다. 한편 인수는 은사와 영이의 사이를 질투하게 되고, 혜련과는 사랑하는 사이가 되고 만다. 끝내 남편의 오해를 풀치 못한채 영이는 병들어 죽어간다."
SAS특공대(特攻隊),"액션,어드벤처,첩보",영국,1982,"Rank Film Organization, Richmond Light Horse Productions, Varius Entertainment Trading A.G.",이안 사프,"루이스 콜린스,주디 데이비스,리차드 위드마크 ,에드워드 우드워드,로버트 웨버,토니 도일,존 듀틴,로살린드 로이드,케네스 그리피스,잉그리드 핏",19830811,124,"핵무기,시위,살해,경시청,테러,과격파,반핵단체",핵무장 해제 운동 시위 군중들이 행진하는 도중 그들속에 침투해 있던 정보원이 살해된다. 경시청의 테러 작전 특수부대의 포웰국장은 PL단이란 과격파 반핵 운동 단체의 짓이며 큰 음모가 진행중이라는 심증을 갖고 S A S 의 피터 스켈렌 대위를 고의적으로 축출시켜 PL단의 여두목 프랑키 레이스에게 접근 시킨다. 평화적 구호를 앞세우고 테러를 사용해야 한다고 믿는 프랑키는 전직 공군 특수부대 대원인 스켈렌을 이용하려고 그를 입단시키나 그의 부하인 헬가는 그를
그렘린,"코메디,공포(호러)",미국,1984,"Amblin Entertainment,Warner Bros.",조 단테,"피비 케이츠,자크 갤리건,호이트 악스톤,프랜시스 리 맥케인,폴리 홀리데이,글린 터만,딕 밀러,케예 루크,스캇 브래디,저지 라인홀드",19851214,103,"괴물,극장,돌연변이,모과이,선물,애완동물,크리스마스,시리즈","색다른 것을 만들기 좋아하는 빌리펠쩌는 아버지에게 모과이라는 기이한 생물을 크리스마스 선물로 받는다. 그러나 모과이의 관리법과 책임을 모르고 다루는 바람에 평화롭던 생활이 산산조각이 난다. 이유는 모과이가 몇몇 다른 모과이를 만들어 믿을 수 없는 변형을 거듭, 인간에게 해로운 장난을 해대기 때문이다. 이들이 그렘린이다. 크리스마스가 다가오고 그렘린이 날뛰기 시작해 혼돈과 파괴를 일삼자 빌리는 그렘린과 싸워야 한다는 의무감을 갖게 되는데..."
14(포틴) 데이즈,"드라마,스릴러",독일,1996,"Degeto Film, Helkon Media AG",롤란드 수소 리흐터,"베른드 스테게만,카타리나 마이네케,마이클 멘들,위르겐 쉘나겔,악셀 파페,마렉 우로다르직,악셀 밀버그,데트레프 보세,실비아 레이프헤이트,휴버트 멀져,롤프 일리그,카이 위시너",19971101,106,"교도소, 강간, 마약, 변호사","콘라드는 명문 법대 출신으로 3년째 동업자 헤이링과 변호사 사무실을 운영하고 있는 유능한 사람이다. 그는 언론에 본인은 정의를 위해 싸운다는 이미지를 보여 주기 위해 2년 간 주차위반 벌금을 내지 않은 것을 빌미로 감옥에서의 14일 구류를 결정한다. 그리고 법무부 장관 딸 코넬리와 약혼을 발표함과 동시에 감옥생활을 시작한다. 14일의 구류가 끝나는 날, 희망에 부푼 콘라드의 감방 안에서 뜻하지 않은 사고가 발생한다."
밤을 먹고 사는 여인,드라마,"대한민국,중국",1985,동협상사,"고응호,이작남","김민경,위소,김석훈,선우일란,장두식,이서흥,주소동,랑웅,류인상",19850907,90,"사리사욕,재개발,한중합작,건설회사,친구,정략결혼,방화,화상,외동딸,사건은폐","건설회사 사장인 왕주호는 사욕을 위해 부당한 방법으로 재개발 공사를 추진하나 그 재개발 구역에는 친구인 임선학과 그의 딸 미숙이함께 살고 있다. 또 왕주호의 딸인 혜영도 아버지의 사업확장을 위한 정략결혼에서 탈출,동창인 미숙의 도움으로 그곳에서 같이 살고 있었다. 사업의 이익에 광분한 왕주호의 하수인은 임선학의 집을 방화,혜영이 심한 화상을 입고 또 완전범죄를 위해 미숙을 강간하려다가 체포,사건의 전말이 드러난다. 그러나 왕주호는 변호사를 동원, 사건을 은폐하려고 하나 외동딸 혜영의 소식을 듣고는 자신의 죄값을 달게 받는다."
삼색스캔들,멜로드라마,대한민국,1986,㈜대동흥업,박호태,"김진아,남궁원,이영하,전양자,노정아,한국남,문태선,안진수,정영국,신경환,최일,신동욱,최재호,박용팔,박부양,라갑성,유명순,문미봉,권일정,김신명,데일리 코레트(특별출연)",19860516,110,"복수,불륜,산업사기,삼각관계,아버지와아들,아버지와딸,신약개발,부모의원수,재벌회장,내연녀,복수계획",20세의 경아는 삼육그룹 한회장이 세칭 숨겨둔 여자로 그녀는 삼육그룹 영어담당 비서로 특채돼 한회장의 귀여움을 받다가 그렇게 되었던 것이다. 그러던 경아는 삼육그룹 계열사의 영업부장 세철을 알게 되어 장래를 약속하고 세철은 경아를 양친에게 인사를 시키는데 세철의 부친이 바로 한 회장 이었다. 한 회장은 경아를 만나 세철이와의 관계를 없었던 걸로 해달라고 간청하나 경아는 원수를 갚기 위한 의도임을 실토한다. 경아의 부친은 화공과교수로 천신만고 끝에 연구한 화공약품을 삼육그룹과 독점계약하고 사채까지 얻어 공장을 차렸는데 삼육그룹에서 그 약품의 기밀을 탐지 후 일방적으로 해약 통보하고 자체 생산에 들어가는 바람에 경아의 부친은 빚더미에 오르고 그 충격으로 사망하였던 것이다. 한 회장은 참회의 눈물을 금치 못하며 경아에게 용서를 구한다.
하녀의 방,"공포(호러),미스터리",대한민국,1987,동아흥행㈜,김인수,"최윤석,방희,남수정,홍성민,박진희,김진규,이경희,양택조,황건,정옥순",19871031,105,"꼽추,쌍둥이,유학,정신병원,탈출,고향,미궁,여수,장례식,비밀","유학을 마치고 귀국한 광열은, 영문도 모른 채 정신병원에 수용되었다가 극적으로 탈출한다. 광열을 죽이려는 대머리의 추적과 공포스러운 자장가 소리, 그리고 자신의 고향이 남쪽 해안가라는 사실을 알려준 이웃동생 선영의 죽음으로 이어지는 미궁 가운데 여수행 열차에 오른다. 광열은 열차 안에서 만난 유형사가 보여준 신문에서 자신과 닮은 얼굴을 보고 놀란다. 그가 바로 쌍둥이인 김봉렬임을 알게 되고, 여수에서 그의 장례식을 대하게 된다. 꼽추 아버지가 섬에 살고 있다는 이야기를 들은 광열은 환생을 가장, 봉열의 집에 들어간다. 갑작스런 유모의 죽음에 이은 성필의 죽음, 그리고 온통 집안을 감도는 위협과 초조, 경찰의 도움으로 가까스로 구출된 광열 앞에, 죽은 줄 알았던 봉열의 부인 설희가 나타난다. 모든 사실은 드러나고 악행의 중심인물이었던 혜영은 자살하고 만다."
정부와 정사,멜로드라마,대한민국,1989,남동흥업주식회사,김정용,"한윤경,이영욱,국정환,정선우,홍성영,최강호,차화선,장철,김광식,홍기영,홍영상,서명석,윤상덕",19891216,95,"고리대금,씨받이,살인미수,돈가방",고리대금업자인 국사자은 씨받이는 데리고 산속 외딴 가옥에 산다. 귀가길이 봉변에서 구해준 혁에게 신변보호와 집안 경비를 겸하게 한다. 혁과 애첩 매리는 사랑하게 되고 매리로부터 하소연을 듣고 국사장을 살해 하려고 하나 실패한다. 자기를 노리는 두 남녀를 죽이려다 체념하는 국사장. 매리에게 자식을 낳아 달라고 애원하지만 거절하는 매리를 쏘려는 순간 혁이가 절벽으로 밀어 죽게 된다. 혁과 매리는 현금을 챙겨 도피하고 혁에게 배신당한 국사장 부인 한여사는 지배인 광호와 함께 두 사람을 추적한다. 헛간에서 휴식하던 두 사람은 한여사와 맞부딪친다. 총알이 빗나가 구사일생으로 읍소재지에 닿은 두 사람은 경찰의 추격에 혁은 두주하다 차에 치고 회심의 미소를 지으며 걷던 매리는 청년이 강아지 이름을 부르는 순간 자기를 부르는 줄 알고 도주하다 커브를 돌던 대형트럭에 치어 지폐가 하늘을 나른다.
영구와 땡칠이,"코메디,드라마,아동",대한민국,1989,대원기획프로덕션,남기남,"심형래,김학래,박승대,박동룡,김하림,주상호,박종설,이수연,유은진,장동일,오도규,배동진,조학자,송윤주,전나연,서현숙,정태우,허홍권,송전호,최호준,손민,이경용,김명진,김보경",19890729,97,"귀신,폐가,인간세계,프랑켄슈타인,드라큐라,강아지","폐쇄된 마을에 귀신들이 찾아오고 영구라는 아이가 귀신들의 음모를 꾸미는 폐가에 접근한다. 귀신들은 인간세계를 지배할 야욕이 탄로 날까 걱정하다가 영구가 모자라는 아이라는것을 알고 안심을 한다. 피에 굶주린 귀신들은 사람들을 해하고 영구는 귀신들의 소행이라 짐작하지만 사람들은 그의 말을 믿으려 하지 않는다. 영구는 스님을찾아가는데 이미 귀신들의 소행을 스님은 알고 있다. 프랑켄슈타인이 깨어난다는 보름날 스님과 영구,아이들은 폐가로 찾아가고 스님의 도력으로 귀신들의 괴력에 대항하나 드라큐라의 공격에 스님은 쓰러진다. 무의식중에 던진 고무신에 드라큐라가 쓰러지고 ....."
화랑대,"드라마,계몽,군사",대한민국,1990,"육군사관학교,한진흥업㈜",최하원,모종호,19900317,60,"명예제도,여기자,육사생도,육사정신,퇴교,육군사관학교","육사생도 김영동은 명예위반으로 퇴교조치를 당한 친구의 상황을 마음아파하면서 훈육관을 만나 이야기한다. 훈육관은 왜 육사의 명예제도가 전통인가를 김생도 스스로 생각해 보라고 한다. 육사의 정신에 회의와 자문을 갖게 된 졸업반 영동은 자신의 의미에 대해서도 방황한다. 그러던 중 '육사정신을 찾아서'라는 특집을 다루는 여기자 조경희와 만난다. 지극히 상식적인 경희는 취재중 육사의 불합리성에 반박하고, 영동은 비정상적이지만 의무에 충실하겠다고 한다. 영동은 취재를 위해 계속되는 경희와의 만남을 통해 여러 사람과 만나면서 스스로의 회의를 확실한 신념으로 변화시켜간다. 그 결과 갈등하는 후배에게는 '자신과 같은 갈등을 하지 말라'는 충고를 남기고 졸업한다. 그리고 그는 경희의 우정을 진심으로 받아들인다."
비에 젖어서야 사랑하노라,멜로드라마,대한민국,1990,㈜유니픽쳐,정명,"이윤희,이동준,박양희,김은지,김선경,박영노,곽찬수,김기종,이영호,오희찬,양재원,전숙,조학자,박기수,박부양,길달호,정영국",19920801,100,"호스티스,수배자",호스테스 신혜는 시위하다 쫓기던 민수를 숨겨준 인연으로 함께 기거하게 되면서 서로 사랑하게 된다. 그러나 수배가 해제되고 다시 집과 학교로 돌아간 민수는 오래전부터 장래를 약속했던 여대생 나영을 택한다. 민수가 결별을 선언하자 이를 견디지 못한 신혜는 그의 친구까지 찾아가 한번 만나기라도 할 수 있도록 도와달라고 한다. 그러나 이미 민수와 나영이 약혼했다는 소식만을 듣는다. 절박한 심정으로 민수네 집을  찾아간 신혜는 민수와 나영의 행복한 모습을 보고 넋이 나간다. 끝내 비참한 눈물을 흘리며 돌아서는 신혜의 가슴에는 호스테스로서의 뼈저린 한이 흐른다.
흑녀,멜로드라마,대한민국,1982,㈜삼영필림,강대선,"김인순,강민철,장혁,윤양하,박암,이해룡,이예민,이인옥,김은주,남수정,전숙,이숙희,김기범,홍윤정,김옥진,김지영",19821016,96,"실명,호스티스,흑인혼혈,시각장애인,지적장애아,가수지망생,공허,속죄,복수","흑인 혼혈아인 난은 장래를 약속했던 현석이 편지만 남기고 떠나자 윤락녀가 된다. 난은 뛰어난 몸매와 율동으로 인기를 독차지 한다. 생활터전을 갖기 시작하자 난은 비밀로 정박아 유아원을 돕는다. 유수한 기업체의 섭외담당자들의 인기를 독점한 난은 기묘한 수법으로 돈을 벌어 성공한다. 그러나 난은 공허감에 휩싸이고 현석을 찾으나 두눈을 실명한 현석을 보고 증오했던 마음대신 괴로움을 느낀다. 난에게 용서를 빌며 현석이 떠나가자, 난은 울며 그를 뒤쫓아간다"
토요일밤에,문예,대한민국,1974,한진흥업,이성구,"신일룡,박지영,박남옥,박암",19740808,85,null,재일교포 정준과 김양자는 우연한 인연으로 만나 사랑에 빠지고 고국에 나와 새생활을 시작한다. 그러나 모국어에도 서툴고 별다른 기술이 없어 하는 수 없이 양자는 캬바레에 취직하고 준은 성공하기 위해 열심히 공부한다. 그러던 어느날 임신중의 양자가 교통사고를 당해 수술을 하게 된다. 다행히 아기는 무사히 태어나고 모든 사람들이 양자의 회복을 빌어 준다.
분노의 왼발,액션,대한민국,1974,합동영화,이두용,"한용철,권영문,김문주,배수천,김영인,황인철,최재호,김왕국,심상헌,조춘,주상호,박동룡,황태수,김추련,김기범,최성관,태일,권일수,한명환,남성국,김동호,이경우,정형진,박희진,황춘수,박승운,심상훈,이창규,이상운,고기남",19740907,90,"독립운동,복수,애국가,항일투쟁",1940년 독립운동을 하다가 사형을 당한 아버지의 복수를 마친 박달은 노모를 모시고 간도 용호동의 아버지 친구 황목사를 찾는다. 박달은 용호동 거리의 건달 와다를 물리치나 다시 세력을 규합한 그들에게 밀려난다. 거리에서 쫓겨난 박달은 일본인 통치거부 투쟁을 벌일 것을 결심하고 단신 거리에 나서 와다를 내몰고 애국가 합창 속에서 민족혼을 다짐한다.
베오울프,"드라마,어드벤처,판타지",미국,2007,Shangri-La Entertainment,로버트 저메키스,"레이 윈스톤,안젤리나 졸리,안소니 홉킨스,존 말코비치,로빈 라이트 펜,크리스핀 글로버,브렌단 글리슨,알리슨 로먼",20071114,113,null,"신과 인간, 괴물과 영웅이 공존하는 암흑의 시대. 호르트가르 성 사람들은 밤마다 용사들을 잔인하게 살인하고, 납치해가는 정체불명의 괴물로 인해 고통 받고 있다. 이때 젊은 용사 하나가 바다를 건너 그들을 구하기 위해 도착한다. 그는 인간들을 구원할 영웅의 운명을 타고난 전사 베오울프! 그가 맞서야 하는 괴물은 인간 세계를 장악하려는 마녀와 온 세상을 지배하기 위해 절대악과 손잡은 왕 사이에서 태어난 괴물 그렌델이었다. 이제 인간을 위해 그들에 맞서 전설의 황금보검을 손에 쥔 태초의 영웅 베오울프. 그에게는 인류의 운명이 걸려 있고 그가 가는 길 앞에는 거대한 시련이 예정되어 있는데…
"
오부자,"코메디,멜로/로맨스,가족",대한민국,1958,삼우프로덕션,권영순,"이종철,양훈,김희갑(호(삼남)),구봉서(걸(사남)),양석천,최남현,복혜숙,안나영,김정옥,김미선(정숙),김애자(숙경),주리애(경애),최지희(애희),주선태(이발소손님),정철(주생원),고선애(쪽찝게 무당),정애란(중매아주머니),이일선(의사),김학(택시손님),백송(불량청년 A),이성일(불량청년 B),임향(불량청년 C),도미(가수),숙자(여이발사 A),애자(여이발사 B),민자(여이발사 C),김숙일(무희)",19580419,108,"가족,합동결혼식,사형제",어느 가정에 5부자가 화목하게 살아가고 있었는데 아들 4형제가 차례로 연애를 하여 마지막에는 아들 4형제가 합동결혼식을 올리게 된다.
28일 후,"공포(호러),SF,스릴러","미국,영국,네덜란드",2002,"DNA Films,UK Film Council",대니 보일,"킬리언 머피,나오미 해리스,크리스토퍼 에클레스턴",20030919,113,"고어,군대,런던,바이러스,숲,좀비,탈출,시리즈","영국의 한 영장류 연구시설에 무단 잠입한 동물 권리 운동가들은 여러 대의 스크린을 통한 폭력 장면에 노출되어 있는 침팬지들이 쇠사슬에 묶여 있거나 우리에 갇혀 있는 것을 발견한다. 침팬지들이 '분노 바이러스'에 감염되었다는 한 연구원의 공포어린 경고를 무시한 채, 동물 권리 운동가들은 그들을 풀어주게 되고, 그 즉시 감염된 동물들로부터 피의 공격이 시작된다.

 '분노 바이러스'가 유출된 28일 후, 교통사고를 당해 의식을 잃었던 '짐'(실리언 머피 분)이 런던의 한 병원에서 깨어난다. 텅 빈 병원에서 어리둥절하며 밖으로 나온 짐은 런던 시내 어느 곳에서도 사람 그림자 하나 보이지 않자 경악한다. 날이 어두워질 때까지 사람들을 찾아 거리를 헤매던 짐은 성당에 들어갔다가 겹겹이 쌓여있는 시체 더미를 발견한다. 짐이 다가오는 신부에게 말을 걸려는 순간, 두 눈이 핏빛으로 물든 신부와 감염자 무리들이 그를 뒤쫓는다. 필사적으로 달아나던 짐은 또 다른 생존자 '셀레나'(나오미 해리스 분)와 '마크'(노아 헌틀러 분)의 도움으로 간신히 위기를 모면한다. 그들로부터 영국을 완전 황폐화 시킨 후 전 세계로 퍼졌을 바이러스의 재앙을 알게 된 짐은, 혹시라도 무사할지 모를 가족을 찾아 갔다가 오히려 감염자의 공격을 받고 마크를 잃는다.

 또 다시 은신처를 찾아 방황하던 짐과 셀레나는 어느 빌딩에서 '프랭크'(브랜든 글리슨 분)와 '해나'(미간 번스 분) 부녀를 만나고, 그곳에서 생존자들을 안전하게 지켜주겠다는 무장 군인의 방송을 듣는다. 이에 마지막 희망을 건 네 사람은 '헨리' 소령(크리스토퍼 에클리스톤 분)을 찾아 맨체스터로 향한다. 하지만 감염자들의 공격보다 훨씬 더 끔찍한 사태가 그들을 덮쳐오기 시작하는데..."
출세작전,코메디,대한민국,1974,태창흥업,이민욱,"김희갑,배삼룡,장욱제,김옥진,최길호,안재은,신성희",19741206,92,null,"일류대학을 수석졸업한 창일(김희갑)은 음악회에서 터무니없는 지영의 전위 음악 연주를 듣고 그녀의 사고방식을 고쳐주리라 마음을 먹는다. 지영의 아버지인 창일의 회사 사장은 창일의 사내다움을 높이 사서 자신의 뺨을 일곱번 때리면 그를 사위로 맞아들이겠다고 약속한다. 무술인 보호자를 앞세운 박회장의 보호막도 창일의 기지에 무너지고 지영이 역시 창일의 배짱에 점점 매혹된다. 마침내 창일이 외국출장을 핑계로 자신을 피하던 박회장의 뺨을 일곱번째 때리던 날,박회장은 출장을 연기하고 딸과 창일의 결혼을 서두른다."
대비상망,액션,대한민국,1974,남아진흥,전우열,"한용철,여수진,오경아,최성,이해룡,김남일,김무영,최창호,한국남,박동용,권오상,심상현,이강조,최석,한명환,최재호,서정웅,최민규,조영준,유화춘,김청",19750606,87,"태권도,애국정신,애국혼,애국심,독립군,챠리셀",일제의 탄압이 극에 달했을 때 독립자금으로 쓸 금괴가 숨겨진 장소를 알고 있는 애국지사 월파는 여두목 에라이상이 이끄는 폭력단에게 납치당한다. 에라이상은 독립군 측에 돈을 가지고 오지 않으면 월파를 일경에게 넘겨버리겠다는 통첩을 보낸다. 월파 구출작전에 뛰어든 이민우와 그의 동료들은 에라이상의 아지트에 잠입해 월파를 구출하나 그들에게는 월파가 찾아낸 금괴를 이틀 안에 독립군에게 전달해야 하는 과업이 남아 있다. 그들은 에라이상 일파의 봉쇄를 뚫기 위해 피비린내 나는 싸움을 치른 뒤 마침내 무사히 금괴상자를 독립군에게 전한다.
소림사의 결투,액션,"대한민국,홍콩",1975,"동아흥행㈜,제일영업기구유한공사","채양명,최현민","건성,여수진,최성,금강,윤희,진혜민,최남현,장정국,삼모,리춰랑,장인환,김용학,이경려,채정애,리젠민,총후싱,이종철,신동욱,박부양,장춘언,최형근,조영준,이석구,오세장",19750215,115,"합작영화,한국홍콩합작영화,한홍합작영화","악비장군의 아들 악호는 과거 장군이 처형했던 해적 왕근의 동생 왕진의 복수로 어머니를 여의고 자신을 구해준 소림사의 주지승 임원 대사의 제자가 되어 무예를 닦는다. 사형 광범은 악호를 시기하여  그를 곤경에 빠뜨리나, 다시 일원대사가 도와준다. 그로부터 악호는 장문인이 되는 달마역경을 연마하기 시작하고 이에 광범은 달마역경을 빼앗아 소림사를 탈출하여 왕진에게 간다. 그들은 과거 악호의 정혼녀 설아를 미끼로 일원대사를 유인해 독살한다. 악호는 광범과 왕진을 처치하고 중상을 입은 몸으로 사부의 시신을 찾아가지고 소림사로 돌아온다."
협객 김두한,액션,대한민국,1975,신프로덕션,김효천,"이대근,독고성,서미경,김남일,엄유신",19750605,95,"김두한,일제강점기,일제시대,일제치하,시리즈,속편","미와 형사에게 잡혀간 김두한은 그길로 수감된다. 그가 없는 동안 뒷거리에도 변화가 생긴다. 일본 낭인인 고노에의 세력,상하이 박의 횡포,여기서 협객의 정도가 깨어져 버린 것이다. 게다가 마루오까가 종로서에 부임해서 김두한의 잔류조직을 송두리채 부수어 버린다. 김두한은 출감하자마자 우선 상하이 박을 처치하고 이어서 고노에와 일전을 벌일 준비를 한다. 안깨낀 장춘단 공원! 두한은 영태와 무옥만을 데리고 고노에 일당에 대전한다. 3대 30! 그러나 김두한은 고노에를 물리치고 전국의 협객보스로 자리를 굳힌다."
